,House 10,House 11,House 12,House 16,House 2,House 20,House 3,House 4,House 6,House 8
5:30 AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5:45 AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6:00 AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6:15 AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6:30 AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6:45 AM,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7:00 AM,0.0,0.0,0.036000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7:15 AM,0.004,0.012,0.068,0.027999999999999997,0.02,0.024,0.0,0.02,0.02,0.032
7:30 AM,0.032,0.04,0.10400000000000001,0.064,0.055999999999999994,0.06,0.04,0.064,0.064,0.064
7:45 AM,0.048,0.068,0.14800000000000002,0.096,0.084,0.08800000000000001,0.068,0.096,0.092,0.096
8:00 AM,0.084,0.11599999999999999,0.268,0.14800000000000002,0.14,0.14,0.10800000000000001,0.152,0.14800000000000002,0.152
8:15 AM,0.22,0.26,0.376,0.32,0.292,0.3,0.244,0.32799999999999996,0.316,0.32
8:30 AM,0.252,0.3,0.46399999999999997,0.364,0.336,0.336,0.28,0.37200000000000005,0.36,0.368
8:45 AM,0.304,0.36,0.52,0.43200000000000005,0.40399999999999997,0.408,0.332,0.444,0.43200000000000005,0.44
9:00 AM,0.35200000000000004,0.41600000000000004,0.564,0.5,0.456,0.46399999999999997,0.384,0.512,0.5,0.504
9:15 AM,0.384,0.44799999999999995,0.596,0.536,0.488,0.49200000000000005,0.40399999999999997,0.54,0.532,0.54
9:30 AM,0.5920000000000001,0.68,0.684,0.812,0.748,0.7559999999999999,0.632,0.84,0.82,0.8240000000000001
9:45 AM,0.688,0.784,0.6759999999999999,0.9279999999999999,0.836,0.852,0.708,0.9440000000000001,0.9279999999999999,0.94
10:00 AM,0.768,0.888,0.64,1.072,0.988,0.996,0.8320000000000001,1.104,1.0759999999999998,1.0759999999999998
10:15 AM,0.72,0.8240000000000001,0.9440000000000001,0.976,0.888,0.8959999999999999,0.752,1.0,0.976,0.988
10:30 AM,0.872,1.016,1.104,1.216,1.1320000000000001,1.136,0.9520000000000001,1.248,1.216,1.22
10:45 AM,1.06,1.188,0.996,1.412,1.272,1.3,1.0759999999999998,1.4480000000000002,1.416,1.4280000000000002
11:00 AM,1.216,1.376,0.636,1.652,1.508,1.54,1.276,1.6840000000000002,1.6480000000000001,1.6480000000000001
11:15 AM,0.856,0.9840000000000001,0.84,1.176,1.084,1.088,0.9159999999999999,1.212,1.18,1.1840000000000002
11:30 AM,0.968,1.12,1.172,1.348,1.264,1.256,1.064,1.3840000000000001,1.348,1.3519999999999999
11:45 AM,1.516,1.744,1.052,2.088,1.96,1.952,1.6480000000000001,2.136,2.084,2.084
12:00 PM,1.3,1.484,0.5760000000000001,1.776,1.636,1.636,1.3840000000000001,1.808,1.776,1.784
12:15 PM,0.972,1.084,0.6759999999999999,1.2919999999999998,1.172,1.192,0.996,1.3319999999999999,1.3,1.3119999999999998
12:30 PM,0.5920000000000001,0.664,0.976,0.7959999999999999,0.716,0.74,0.608,0.836,0.804,0.8079999999999999
12:45 PM,1.244,1.584,0.8320000000000001,1.9040000000000001,1.86,1.768,1.544,1.96,1.9,1.892
1:00 PM,1.6440000000000001,2.08,1.064,2.484,2.424,2.28,2.032,2.528,2.488,2.512
1:15 PM,0.868,1.004,1.6640000000000001,1.2,1.1079999999999999,1.112,0.94,1.224,1.204,1.22
1:30 PM,0.632,0.748,1.12,0.9,0.848,0.836,0.7120000000000001,0.924,0.9,0.9
1:45 PM,0.524,0.624,0.736,0.748,0.7040000000000001,0.696,0.5920000000000001,0.772,0.748,0.752
2:00 PM,0.664,0.784,0.8079999999999999,0.9440000000000001,0.88,0.88,0.736,0.9640000000000001,0.9359999999999999,0.9440000000000001
2:15 PM,0.6,0.7040000000000001,0.82,0.848,0.7879999999999999,0.784,0.66,0.8640000000000001,0.8440000000000001,0.848
2:30 PM,0.8079999999999999,0.96,0.956,1.1520000000000001,1.072,1.068,0.9,1.168,1.1440000000000001,1.1520000000000001
2:45 PM,0.6679999999999999,0.784,1.34,0.948,0.872,0.8759999999999999,0.732,0.9640000000000001,0.9440000000000001,0.948
3:00 PM,0.32799999999999996,0.376,1.876,0.456,0.40399999999999997,0.424,0.34,0.46,0.452,0.456
3:15 PM,0.268,0.312,2.0,0.384,0.35200000000000004,0.35600000000000004,0.28800000000000003,0.38799999999999996,0.38,0.38799999999999996
3:30 PM,0.152,0.188,1.3319999999999999,0.23199999999999998,0.212,0.21600000000000003,0.172,0.23199999999999998,0.22399999999999998,0.23199999999999998
3:45 PM,0.10800000000000001,0.132,0.992,0.168,0.156,0.156,0.128,0.172,0.168,0.172
4:00 PM,0.132,0.16,0.5720000000000001,0.204,0.188,0.192,0.152,0.204,0.2,0.204
4:15 PM,0.092,0.11199999999999999,0.5920000000000001,0.14400000000000002,0.132,0.136,0.10400000000000001,0.14800000000000002,0.14,0.14400000000000002
4:30 PM,0.1,0.132,0.612,0.168,0.156,0.152,0.124,0.16399999999999998,0.16,0.16399999999999998
4:45 PM,0.22,0.264,0.436,0.324,0.304,0.304,0.252,0.336,0.324,0.324
5:00 PM,0.36,0.424,0.256,0.512,0.46799999999999997,0.47600000000000003,0.392,0.516,0.504,0.516
5:15 PM,0.192,0.23199999999999998,0.22399999999999998,0.284,0.26,0.268,0.21600000000000003,0.292,0.284,0.28800000000000003
5:30 PM,0.076,0.08800000000000001,0.276,0.12,0.10400000000000001,0.10800000000000001,0.08,0.11599999999999999,0.11599999999999999,0.12
5:45 PM,0.036000000000000004,0.04,0.23199999999999998,0.052000000000000005,0.044000000000000004,0.048,0.036000000000000004,0.052000000000000005,0.052000000000000005,0.055999999999999994
6:00 PM,0.064,0.092,0.324,0.12,0.11199999999999999,0.10800000000000001,0.084,0.12,0.11199999999999999,0.11599999999999999
6:15 PM,0.032,0.04,0.252,0.048,0.044000000000000004,0.048,0.04,0.048,0.048,0.052000000000000005
6:30 PM,0.032,0.04,0.172,0.06,0.052000000000000005,0.052000000000000005,0.04,0.06,0.06,0.06
6:45 PM,0.024,0.032,0.26,0.036000000000000004,0.036000000000000004,0.036000000000000004,0.027999999999999997,0.036000000000000004,0.036000000000000004,0.036000000000000004
7:00 PM,0.0,0.004,0.14800000000000002,0.016,0.016,0.012,0.008,0.016,0.016,0.02
7:15 PM,0.0,0.004,0.084,0.02,0.0,0.016,0.0,0.0,0.016,0.02
7:30 PM,0.0,0.0,0.052000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7:45 PM,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8:00 PM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8:15 PM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8:30 PM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8:45 PM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9:00 PM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9:15 PM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9:30 PM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9:45 PM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10:00 PM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10:15 PM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10:30 PM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10:45 PM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11:00 PM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11:15 PM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11:30 PM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11:45 PM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12:00 AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
